timestamp,hour,interarrival_time
2024-03-01 00:06:00.000000000,0.1,0.0
2024-03-01 00:10:00.000000000,0.16666666666666666,240.0
2024-03-01 00:29:00.000000000,0.48333333333333334,1140.0
2024-03-01 00:32:00.000000000,0.5333333333333333,180.0
2024-03-01 00:42:00.000000000,0.7,600.0
2024-03-01 00:58:00.000000000,0.9666666666666667,960.0
2024-03-01 01:08:00.000000000,1.1333333333333333,600.0
2024-03-01 01:12:00.000000000,1.2,240.0
2024-03-01 01:17:00.000000000,1.2833333333333332,300.0
2024-03-01 01:23:00.000000000,1.3833333333333333,360.0
2024-03-01 01:38:00.000000000,1.6333333333333333,900.0
2024-03-01 01:40:00.000000000,1.6666666666666665,120.0
2024-03-01 01:49:00.000000000,1.8166666666666667,540.0
2024-03-01 02:08:00.000000000,2.1333333333333333,1140.0
2024-03-01 02:25:00.000000000,2.4166666666666665,1020.0
2024-03-01 02:28:00.000000000,2.466666666666667,180.0
2024-03-01 02:48:00.000000000,2.8,1200.0
2024-03-01 02:51:00.000000000,2.85,180.0
2024-03-01 03:21:00.000000000,3.35,1800.0
2024-03-01 03:25:00.000000000,3.4166666666666665,240.0
2024-03-01 03:28:00.000000000,3.466666666666667,180.0
2024-03-01 03:56:59.999999999,3.9333333333333336,1739.999999999
2024-03-01 04:04:00.000000000,4.066666666666666,420.000000001
2024-03-01 04:19:00.000000000,4.316666666666666,900.0
2024-03-01 04:43:00.000000000,4.716666666666667,1440.0
2024-03-01 04:45:00.000000000,4.75,120.0
2024-03-01 04:50:00.000000000,4.833333333333333,300.0
2024-03-01 04:51:00.000000000,4.85,60.0
2024-03-01 04:59:00.000000000,4.983333333333333,480.0
2024-03-01 05:00:00.000000000,5.0,60.0
2024-03-01 05:11:00.000000000,5.183333333333334,660.0
2024-03-01 05:12:00.000000000,5.2,60.0
2024-03-01 05:32:00.000000000,5.533333333333333,1200.0
2024-03-01 05:33:00.000000000,5.55,60.0
2024-03-01 05:34:00.000000000,5.566666666666666,60.0
2024-03-01 05:35:00.000000000,5.583333333333333,60.0
2024-03-01 05:39:00.000000000,5.65,240.0
2024-03-01 05:47:00.000000000,5.783333333333333,480.0
2024-03-01 05:53:00.000000000,5.883333333333333,360.0
2024-03-01 05:54:00.000000000,5.9,60.0
2024-03-01 05:56:00.000000000,5.933333333333334,120.0
2024-03-01 06:08:00.000000000,6.133333333333334,720.0
2024-03-01 06:09:00.000000000,6.15,60.0
2024-03-01 06:10:00.000000000,6.166666666666667,60.0
2024-03-01 06:11:00.000000000,6.183333333333334,60.0
2024-03-01 06:12:00.000000000,6.2,60.0
2024-03-01 06:14:00.000000000,6.233333333333333,120.0
2024-03-01 06:17:00.000000000,6.283333333333333,180.0
2024-03-01 06:20:00.000000000,6.333333333333333,180.0
2024-03-01 06:27:00.000000000,6.45,420.0
2024-03-01 06:40:00.000000000,6.666666666666667,780.0
2024-03-01 06:47:00.000000000,6.783333333333333,420.0
2024-03-01 06:49:00.000000000,6.816666666666666,120.0
2024-03-01 07:02:00.000000000,7.033333333333333,780.0
2024-03-01 07:04:00.000000000,7.066666666666666,120.0
2024-03-01 07:08:59.999999999,7.133333333333334,299.999999999
2024-03-01 07:10:00.000000000,7.166666666666667,60.000000001
2024-03-01 07:13:00.000000000,7.216666666666667,180.0
2024-03-01 07:14:00.000000000,7.233333333333333,60.0
2024-03-01 07:16:00.000000000,7.266666666666667,120.0
2024-03-01 07:19:00.000000000,7.316666666666666,180.0
2024-03-01 07:20:00.000000000,7.333333333333333,60.0
2024-03-01 07:29:00.000000000,7.483333333333333,540.0
2024-03-01 07:34:00.000000000,7.566666666666666,300.0
2024-03-01 07:36:00.000000000,7.6,120.0
2024-03-01 07:38:00.000000000,7.633333333333333,120.0
2024-03-01 07:38:59.999999999,7.633333333333333,59.999999999
2024-03-01 07:40:00.000000000,7.666666666666667,60.000000001
2024-03-01 07:45:00.000000000,7.75,300.0
2024-03-01 07:46:00.000000000,7.766666666666667,60.0
2024-03-01 07:48:00.000000000,7.8,120.0
2024-03-01 07:50:00.000000000,7.833333333333333,120.0
2024-03-01 07:52:00.000000000,7.866666666666667,120.0
2024-03-01 07:56:00.000000000,7.933333333333334,240.0
2024-03-01 08:06:00.000000000,8.1,600.0
2024-03-01 08:07:00.000000000,8.116666666666667,60.0
2024-03-01 08:11:59.999999999,8.183333333333334,299.999999999
2024-03-01 08:13:00.000000000,8.216666666666667,60.000000001
2024-03-01 08:15:00.000000000,8.25,120.0
2024-03-01 08:17:00.000000000,8.283333333333333,120.0
2024-03-01 08:22:00.000000000,8.366666666666667,300.0
2024-03-01 08:24:59.999999999,8.4,179.999999999
2024-03-01 08:30:59.999999999,8.5,360.0
2024-03-01 08:34:00.000000000,8.566666666666666,180.000000001
2024-03-01 08:35:00.000000000,8.583333333333334,60.0
2024-03-01 08:36:00.000000000,8.6,60.0
2024-03-01 08:39:00.000000000,8.65,180.0
2024-03-01 08:41:00.000000000,8.683333333333334,120.0
2024-03-01 08:45:00.000000000,8.75,240.0
2024-03-01 08:45:59.999999999,8.75,59.999999999
2024-03-01 08:47:00.000000000,8.783333333333333,60.000000001
2024-03-01 08:48:00.000000000,8.8,60.0
2024-03-01 08:56:59.999999999,8.933333333333334,539.999999999
2024-03-01 08:58:00.000000000,8.966666666666667,60.000000001
2024-03-01 08:58:59.999999999,8.966666666666667,59.999999999
2024-03-01 09:02:00.000000000,9.033333333333333,180.000000001
2024-03-01 09:05:00.000000000,9.083333333333334,180.0
2024-03-01 09:06:00.000000000,9.1,60.0
2024-03-01 09:08:00.000000000,9.133333333333333,120.0
2024-03-01 09:10:00.000000000,9.166666666666666,120.0
2024-03-01 09:12:00.000000000,9.2,120.0
2024-03-01 09:15:00.000000000,9.25,180.0
2024-03-01 09:16:00.000000000,9.266666666666667,60.0
2024-03-01 09:17:00.000000000,9.283333333333333,60.0
2024-03-01 09:21:00.000000000,9.35,240.0
2024-03-01 09:22:00.000000000,9.366666666666667,60.0
2024-03-01 09:23:00.000000000,9.383333333333333,60.0
2024-03-01 09:24:00.000000000,9.4,60.0
2024-03-01 09:26:00.000000000,9.433333333333334,120.0
2024-03-01 09:27:00.000000000,9.45,60.0
2024-03-01 09:29:00.000000000,9.483333333333333,120.0
2024-03-01 09:30:00.000000000,9.5,60.0
